Modelo;Pooling;AGG;LAYER;out_vec_size;MR;CR;SUBJ;MPQA;SST2;TREC;MRPC;Avg;Nhid;Epochs;qtd_layers;paper_name;paper_link;year
CLTC-RoBERTa=Base;nan;nan;nan;nan;83,44;88,87;95,32;87,84;89,38;83,98;74,66;86,21;nan;1;12;Contrastive Learning with Transformer Initialization and Clustering Prior for Text Representation;https://pdf.sciencedirectassets.com/272229/1-s2.0-S1568494624X00150/1-s2.0-S1568494624009360/main.pdf?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEHYaCXVzLWVhc3QtMSJGMEQCIEt6YbTt65ukKfTD3bu0kD705kuMYotz8gH0y7JjH8PJAiAEr557NOLDnxNIr7FcHO9eFgXM99FsYPWXZ07TG7bc5yqzBQhfEAUaDDA1OTAwMzU0Njg2NSIMDxZIcdb6ZQ%2FZeUVkKpAF8MiOfNC9fUorVMiLkFp5l7ZbqlXZiS%2BFLNIV8TA0Hw%2FezqUgN1LqtHhjjrOZcARLECIAVv8LKA955vX%2BMSRK564pOJSF6%2FNkQOSEpiODriMyex2RUubgBahKySP%2BOKrBkZWrIm7cRqVBArRPrjgUJNZiOrzdjyxzs6hIfF3PApo8egsTnEvwIGZdfVHvOGgFZFnovHjMGXn%2BI%2FR8rnpxDXt7yk2V7OncGyRt%2F5lY%2F02yAO%2F1%2FqT5JGT5abPaw3NzUUTIBi9IXH5G4%2FFc2XyjvZaXS%2BpuF9EBC90xtWNssoOda%2FbNDjDp8m6jfGDv%2B3bwlKDHO4WS8zBv9JOpVEI9nsb3OuUjsKs%2BzVN1kxdcx6koalu2N81BXL6YATMbJ6LldHsxxIbwPN9Tpg8Tyxl0GCSRI12KZaUlaglbMg1lbnzUmaC4OXz3vPwModQvO0RSHaYblAOeyEkJXQpwNWdvXePBmqzmn5VnvOjkQmg7iOMPMWx9IklvvLg%2FtPcFqBFxTnS83NmlLUjnrZlcWQbR9sT9hWCm343bzs4fYqychxpcipDO2%2BYnX4S22lqCnB2bafcV9G9dd0SIQp0eHiHoMsDulmh%2F2LwaI4wI1kypZX7uARysVCx%2BjTLxcpX157ZnNtK601Dh%2BxH6IEimg2HgfkzHebxHubblBJf%2FaAy78tE41BaQP0KV1TRxDwuLfCkeqsfySigjx0u1hwYwT7J1p8oPyHTWsI%2Bj9s083MLd9y7mF6hRfQcVWJus%2BPiZ3F5s82OYNCvzgYYEiEj8MZJvVGVolqYX7fm60kHzoE1v7MODTSxctuWn2uS%2Bq5zvX1T2aJPm0%2BVW5ZUy4dlZNpiIJh%2FU1AHU75wfHjCdQINPMl0w1db0uwY6sgHbneRk1rzfYHRZEcTXvk6r0WEH1D7vicj8DUliYsMz0KiXCjctd8NBTt3QKWXuRg8ezpsjNnpaTc2rdPRBOFbBGZiC9C27fPQfFX3bIQOtHg22S1OlS7xnXzl8L2zLDjGWpQ2rQLxZlKvTKOetrCJ0bAmaUQZ%2F1SOddJy82PQQGkXuGuv8BGcX8haCOdN%2F7KFhvLq259B4IMDFV%2FFtDdTZ%2FDQx1HDeckxR2b1zo8Ua9oYc&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20250107T144844Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Credential=ASIAQ3PHCVTY4XBHDU5E%2F20250107%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=edbb9cc3d813369400ff81cf591617d36a2787afdd3f1d062323cb75e99a6b6c&hash=a2bd9cf96d3f2baca4513b6ba642468ef90722c23b27e7d838f6c66226b25901&host=68042c943591013ac2b2430a89b270f6af2c76d8dfd086a07176afe7c76c2c61&pii=S1568494624009360&tid=spdf-e9c0dabd-56d1-4ed8-8469-ed407edb6140&sid=ccaa471015b9c34b2c9a85b4f70dd3a96a3agxrqa&type=client&tsoh=d3d3LnNjaWVuY2VkaXJlY3QuY29t&ua=04125e0203560c555202&rr=8fe4c01a9abe6d42&cc=br;2024,00
CLTC-BERT=Base;nan;nan;nan;nan;81,52;86,61;95,17;89,95;87,16;83,06;76,63;85,73;nan;1;12;Contrastive Learning with Transformer Initialization and Clustering Prior for Text Representation;https://pdf.sciencedirectassets.com/272229/1-s2.0-S1568494624X00150/1-s2.0-S1568494624009360/main.pdf?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEHYaCXVzLWVhc3QtMSJGMEQCIEt6YbTt65ukKfTD3bu0kD705kuMYotz8gH0y7JjH8PJAiAEr557NOLDnxNIr7FcHO9eFgXM99FsYPWXZ07TG7bc5yqzBQhfEAUaDDA1OTAwMzU0Njg2NSIMDxZIcdb6ZQ%2FZeUVkKpAF8MiOfNC9fUorVMiLkFp5l7ZbqlXZiS%2BFLNIV8TA0Hw%2FezqUgN1LqtHhjjrOZcARLECIAVv8LKA955vX%2BMSRK564pOJSF6%2FNkQOSEpiODriMyex2RUubgBahKySP%2BOKrBkZWrIm7cRqVBArRPrjgUJNZiOrzdjyxzs6hIfF3PApo8egsTnEvwIGZdfVHvOGgFZFnovHjMGXn%2BI%2FR8rnpxDXt7yk2V7OncGyRt%2F5lY%2F02yAO%2F1%2FqT5JGT5abPaw3NzUUTIBi9IXH5G4%2FFc2XyjvZaXS%2BpuF9EBC90xtWNssoOda%2FbNDjDp8m6jfGDv%2B3bwlKDHO4WS8zBv9JOpVEI9nsb3OuUjsKs%2BzVN1kxdcx6koalu2N81BXL6YATMbJ6LldHsxxIbwPN9Tpg8Tyxl0GCSRI12KZaUlaglbMg1lbnzUmaC4OXz3vPwModQvO0RSHaYblAOeyEkJXQpwNWdvXePBmqzmn5VnvOjkQmg7iOMPMWx9IklvvLg%2FtPcFqBFxTnS83NmlLUjnrZlcWQbR9sT9hWCm343bzs4fYqychxpcipDO2%2BYnX4S22lqCnB2bafcV9G9dd0SIQp0eHiHoMsDulmh%2F2LwaI4wI1kypZX7uARysVCx%2BjTLxcpX157ZnNtK601Dh%2BxH6IEimg2HgfkzHebxHubblBJf%2FaAy78tE41BaQP0KV1TRxDwuLfCkeqsfySigjx0u1hwYwT7J1p8oPyHTWsI%2Bj9s083MLd9y7mF6hRfQcVWJus%2BPiZ3F5s82OYNCvzgYYEiEj8MZJvVGVolqYX7fm60kHzoE1v7MODTSxctuWn2uS%2Bq5zvX1T2aJPm0%2BVW5ZUy4dlZNpiIJh%2FU1AHU75wfHjCdQINPMl0w1db0uwY6sgHbneRk1rzfYHRZEcTXvk6r0WEH1D7vicj8DUliYsMz0KiXCjctd8NBTt3QKWXuRg8ezpsjNnpaTc2rdPRBOFbBGZiC9C27fPQfFX3bIQOtHg22S1OlS7xnXzl8L2zLDjGWpQ2rQLxZlKvTKOetrCJ0bAmaUQZ%2F1SOddJy82PQQGkXuGuv8BGcX8haCOdN%2F7KFhvLq259B4IMDFV%2FFtDdTZ%2FDQx1HDeckxR2b1zo8Ua9oYc&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20250107T144844Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Credential=ASIAQ3PHCVTY4XBHDU5E%2F20250107%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=edbb9cc3d813369400ff81cf591617d36a2787afdd3f1d062323cb75e99a6b6c&hash=a2bd9cf96d3f2baca4513b6ba642468ef90722c23b27e7d838f6c66226b25901&host=68042c943591013ac2b2430a89b270f6af2c76d8dfd086a07176afe7c76c2c61&pii=S1568494624009360&tid=spdf-e9c0dabd-56d1-4ed8-8469-ed407edb6140&sid=ccaa471015b9c34b2c9a85b4f70dd3a96a3agxrqa&type=client&tsoh=d3d3LnNjaWVuY2VkaXJlY3QuY29t&ua=04125e0203560c555202&rr=8fe4c01a9abe6d42&cc=br;2024,00
HNCSE-PM (bert-base);cls;nan;nan;nan;81,94;86,99;95,20;89,77;86,81;85,31;75,49;85,93;encoder-only;1;12;HNCSE: Advancing Sentence Embeddings via Hybrid Contrastive Learning with Hard Negatives;https://arxiv.org/pdf/2411.12156;2024,00
HNCSE-HNM (bert-base);cls;nan;nan;nan;81,64;86,84;95,11;89,66;86,81;83,90;75,91;85,70;encoder-only;1;12;HNCSE: Advancing Sentence Embeddings via Hybrid Contrastive Learning with Hard Negatives;https://arxiv.org/pdf/2411.12156;2024,00
WordFS-P-woP-150D;mean;nan;nan;nan;73,09;74,86;89,86;86,24;76,22;65,40;71,01;76,67;w2v;1;1;Efficient Feature Selection for Word Embedding Dimension Reduction;http://www.apsipa2024.org/files/papers/82.pdf;2024,00
WordFS-P-wP-150D;mean;nan;nan;nan;74,03;76,00;89,20;86,24;76,50;65,20;70,38;76,69;w2v;1;1;Efficient Feature Selection for Word Embedding Dimension Reduction;http://www.apsipa2024.org/files/papers/82.pdf;2024,00
WordFS-P-woP-100D;mean;nan;nan;nan;72,24;73,96;88,62;85,26;73,97;62,00;71,42;75,35;w2v;1;1;Efficient Feature Selection for Word Embedding Dimension Reduction;http://www.apsipa2024.org/files/papers/82.pdf;2024,00
WordFS-P-wP-100D;mean;nan;nan;nan;72,68;75,42;88,25;85,50;76,94;64,40;71,59;76,40;w2v;1;1;Efficient Feature Selection for Word Embedding Dimension Reduction;http://www.apsipa2024.org/files/papers/82.pdf;2024,00
WordFS-P-woP-50D;mean;nan;nan;nan;68,54;70,54;85,51;81,35;69,85;56,20;71,65;71,95;w2v;1;1;Efficient Feature Selection for Word Embedding Dimension Reduction;http://www.apsipa2024.org/files/papers/82.pdf;2024,00
WordFS-P-wP-50D;mean;nan;nan;nan;69,96;71,05;84,25;83,29;72,10;56,60;71,30;72,65;w2v;1;1;Efficient Feature Selection for Word Embedding Dimension Reduction;http://www.apsipa2024.org/files/papers/82.pdf;2024,00
